CODESC,TIPOESC,NOMESC,DRE,DIRETORIA,SUBPREF,CEU,ENDERECO,NUMERO,BAIRRO,CEP,TEL1,TEL2,FAX,SITUACAO,CDIST,DISTRITO,SETOR,CODSEE,CODINEP,EH,NOME_ANT,T2D3D,DTURNOS,LATITUDE,LONGITUDE,REDE,DATABASE,TOTCLA,TOTALU
400313,CEI INDIR,"JOSE DE ANCHIETA, PE.",PE,PENHA,PENHA,,AVENIDA SYLVIO TORRES,401,CONJUNTO HABITACIONAL PADRE JOSÉ DE ANCH,03589010,27423315,,,Ativa,05,ARTUR ALVIM,0503,0181924,35181924,,,2D,INTEGR,-23552366,-46486662,CON,31/10/2016,15,160
400314,CEI INDIR,SHIRO KYONO VER,PE,PENHA,PENHA,,RUA PROFESSOR THIRE,231,VILA NHOCUNE,03561010,27482239,,27482239,Ativa,05,ARTUR ALVIM,0501,0182217,35182217,,,2D,INTEGR,-23546162,-46495833,CON,31/10/2016,11,123
400291,CEI DIRET,"MATIAS BONAR GONZALEZ, PE",PE,PENHA,PENHA,,RUA ESTÉFANO FILIPINI,99,CONJUNTO HABITACIONAL PADRE MANOEL DE PA,03591150,27480074,,27480074,Ativa,05,ARTUR ALVIM,0503,0280461,35280461,161074121000000,JARDIM BANDEIRANTES,2D,INTEGR,-23552361,-46482219,DIR,31/10/2016,12,127
400292,CEI DIRET,"ABGAIL DA ROCHA MORENO, PROFA",PE,PENHA,PENHA,,RUA BOIPEVA,27,CIDADE A E CARVALHO,08220030,20418371,,,Ativa,05,ARTUR ALVIM,0504,0280446,35280446,161074120000000,ARTUR ALVIM,2D,INTEGR,-23539585,-46483000,DIR,31/10/2016,12,130
400589,CEI INDIR,GALILEU MENON,PE,PENHA,PENHA,,AVENIDA HERMILO ALVES,956,VILA RE,03668000,26851719,,,Ativa,05,ARTUR ALVIM,0505,0288494,35288494,161074216000000,,2D,INTEGR,-23531713,-46489507,CON,31/10/2016,24,264
500363,MOVA,ASS DE MUTUARIOS E MORADORES DA COHAB UNID I PE,PE,PENHA,PENHA,,AVENIDA PADRE ESTANISLAU DE CAMPOS,379,CONJ HABIT PADRE MANOEL DA NOBREGA,03590060,27465733,,,Ativa,05,ARTUR ALVIM,0502,,,,ASS DE MUTUARIOS E MORADORES DA COHAB UNID I,2D,MTN,-23546312,-46481055,CON,31/10/2016,3,56
400766,CEI INDIR,CONJUNTO HABITACIONAL PADRE MANUEL DE PAIVA,PE,PENHA,PENHA,,RUA ESTÉFANO FILIPINI,105,CONJUNTO HABITACIONAL PADRE MANOEL DE PA,03591150,23057943,,23057943,Ativa,05,ARTUR ALVIM,0503,0496625,35496625,161074228000000,,2D,INTEGR,-23552508,-46481876,CON,31/10/2016,19,210
308464,CR.P.CONV,MUNDINHO DO MATHEUS,PE,PENHA,PENHA,,RUA DOUTOR EMANUEL DIAS,226,VILA SANTA TERESA (ZONA LESTE),03565050,43232553,,,Ativa,05,ARTUR ALVIM,0502,0580004,35580004,,,2D,INTEGR,-23537637,-46493031,CON,31/10/2016,12,125
308516,CR.P.CONV,CRESCER E APRENDER,PE,PENHA,PENHA,,RUA GIROLAMO CARDANO,86,JARDIM COIMBRA,03693060,45081426,,,Ativa,05,ARTUR ALVIM,0505,0580983,35580983,,,2D,INTEGR,-23530933,-46478829,CON,31/10/2016,9,90
308506,CR.P.CONV,NOSSO CANTINHO,PE,PENHA,PENHA,,RUA PLÍNIO CAVALCANTI,314,PARQUE ARTUR ALVIM,03569020,27419528,27412982,,Ativa,05,ARTUR ALVIM,0502,0580818,35580818,,,2D,INTEGR,-23541899,-46488837,CON,31/10/2016,11,110
400042,CEI DIRET,EDNA ROSELY ALVES,PE,PENHA,PENHA,,AVENIDA FREDERICK HOFFMANN,235,JARDIM COIMBRA,03693040,22804660,,22804660,Ativa,05,ARTUR ALVIM,0505,0237796,35237796,161074102000000,,2D,INTEGR,-23529658,-46480098,DIR,31/10/2016,11,128
400170,CEI DIRET,"MANOEL DA NOBREGA,PDE.",PE,PENHA,PENHA,,RUA PADRE JOSE VIEIRA DE MATOS,128,CONJ HABIT PADRE MANOEL DA NOBREGA,03590010,27413183,,,Ativa,05,ARTUR ALVIM,0503,0237760,35237760,161074106000000,,2D,INTEGR,-23544049,-46479718,DIR,31/10/2016,10,101
400197,CEI DIRET,PARQUE DAS PAINEIRAS,PE,PENHA,PENHA,,RUA JOSE GIORDANO,736,PARQUE DAS PAINEIRAS,03694010,22806088,,,Ativa,05,ARTUR ALVIM,0505,0237863,35237863,161074109000000,,2D,INTEGR,-23536309,-46478954,DIR,31/10/2016,12,144
400229,CEI DIRET,SAO LUIZ,PE,PENHA,PENHA,,RUA IRMÃO NICOLAU DA FONSECA,121,CONJUNTO HABITACIONAL PADRE MANOEL DA NÓ,03590170,27416682,,,Ativa,05,ARTUR ALVIM,0503,0237673,35237673,161074115000000,,2D,INTEGR,-23548973,-46485432,DIR,31/10/2016,12,134
400226,CEI DIRET,SANTA BARBARA,PE,PENHA,PENHA,,RUA MARIA EUGENIA CELSO,255,PARQUE ARTUR ALVIM,03568050,27416221,,27416221,Ativa,05,ARTUR ALVIM,0503,0237826,35237826,161074112000000,,2D,INTEGR,-23543464,-46485260,DIR,31/10/2016,10,110
501544,MOVA,ASS MORADORES NA LUTA P MORADIA DO CONJ TEOTONIO VILELA,PE,PENHA,PENHA,,RUA DOMENICO MELLI,201,CONJUNTO HABITACIONAL PADRE MANOEL DE PA,03591110,,,,Ativa,05,ARTUR ALVIM,0503,,,,ASS MORADORES NA LUTA P MORADIA DO CONJ TEOTO,2D,MTN,-23553269,-46482319,CON,31/10/2016,3,44
501546,MOVA,CENTRO DE EDUCACAO DA ZONA LESTE,PE,PENHA,PENHA,,RUA SÃO VITÓRIO,469,VILA NHOCUNE,03561000,,,,Ativa,05,ARTUR ALVIM,0501,,,,,2D,N,-23547127,-46495748,CON,31/10/2016,1,20
090671,EMEI,LEONARDO ARROYO,PE,PENHA,PENHA,,RUA PADRE JOSÉ VIEIRA DE MATOS,44,CONJUNTO HABITACIONAL PADRE MANOEL DA NÓ,03590010,27426405,27421120,27426405,Ativa,05,ARTUR ALVIM,0503,0083951,35083951,161074113000000,COHAB ITAQUERA I - UNIDADE I,2D,MT,-23543798,-46479865,DIR,31/10/2016,6,127
090689,EMEI,"MARIA VITORIA DA CUNHA, PROFA.",PE,PENHA,PENHA,,RUA PADRE TOMÁS DE VILANOVA,644,CONJUNTO HABITACIONAL PADRE MANOEL DA NÓ,03590100,27417293,,27471049,Ativa,05,ARTUR ALVIM,0503,0084347,35084347,161074117000000,COHAB ITAQUERA I - UNIDADE II,2D,MT,-23544202,-46485206,DIR,31/10/2016,4,128
090697,EMEI,PEDRO BRASIL BANDECCHI,PE,PENHA,PENHA,,AVENIDA WALDEMAR TIETZ,950,CONJUNTO HABITACIONAL PADRE JOSÉ DE ANCH,03589000,27411175,27417617,27417617,Ativa,05,ARTUR ALVIM,0503,0087208,35087208,161074118000000,COHAB ITAQUERA I - UNIDADE III,2D,MT,-23549371,-46485570,DIR,31/10/2016,8,256
090701,EMEI,IBIAPABA MARTINS,PE,PENHA,PENHA,,RUA MARIA EUGÊNIA CELSO,295,PARQUE ARTUR ALVIM,03568050,27423055,27418360,,Ativa,05,ARTUR ALVIM,0503,0087212,35087212,161074110000000,COHAB ITAQUERA I - UNIDADE IV,2D,MT,-23543688,-46485670,DIR,31/10/2016,8,214
090719,EMEI,"LUCIANO ROBERTO, PROF.",PE,PENHA,PENHA,,RUA PADRE CLAUDIO GOMES,75,CONJ HABIT PADRE MANOEL DA NOBREGA,03590020,27416413,,27414316,Ativa,05,ARTUR ALVIM,0503,0087221,35087221,161074116000000,COHAB ITAQUERA I - UNIDADE V,2D,MT,-23544432,-46479361,DIR,31/10/2016,6,172
090727,EMEI,ROBERTO VICTOR CORDEIRO,PE,PENHA,PENHA,,AVENIDA SYLVIO TORRES,349,COHAB PADRE JOSE DE ANCHIETA,03589010,27428270,,27473890,Ativa,05,ARTUR ALVIM,0503,0087233,35087233,161074119000000,COHAB ITAQUERA I UNIDADE VI,2D,MT,-23552420,-46487236,DIR,31/10/2016,8,262
091324,EMEI,EVARISTO DA VEIGA,PE,PENHA,PENHA,,RUA PIERRE JANSSEN,40,JARDIM NORDESTE,03690010,20483062,,,Ativa,05,ARTUR ALVIM,0505,0052103,35052103,161074107000000,,2D,MT,-23530583,-46475700,DIR,31/10/2016,12,364
093998,EMEF,"ABRAO DE MORAES, PROF.",PE,PENHA,PENHA,,RUA ISAURA VERGUEIRO NAUFEL,238,VILA NHOCUNE,03560020,27493900,27471566,27493900,Ativa,05,ARTUR ALVIM,0501,0054860,35054860,161074101000000,VILA NHOCUNE,2D,MT,-23547382,-46499875,DIR,31/10/2016,22,579
094030,EMEF,ARTHUR ALVIM,PE,PENHA,PENHA,,RUA DESEMBARGADOR ROCHA PORTELA,464,ARTUR ALVIM,03567000,29582051,29585837,29585837,Ativa,05,ARTUR ALVIM,0502,0054793,35054793,161074108000000,ESCOLA MASCULINA DE ARTHUR ALVIM,2D,MT,-23538608,-46493470,DIR,31/10/2016,25,697
094048,EMEF,"ANTONIO VIEIRA, PE.",PE,PENHA,PENHA,,RUA ANTONINO BACAERI,171,JARDIM NORDESTE,03687060,22806566,20486864,22806566,Ativa,05,ARTUR ALVIM,0505,0055136,35055136,161074105000000,E.M. DO JARDIM NORDESTE,2D,MT,-23527015,-46486160,DIR,31/10/2016,25,674
094056,EMEF,"JENNY GOMES, DA.",PE,PENHA,PENHA,,RUA JOHN NEPER,109,JARDIM COIMBRA,03693100,22805121,,22805121,Ativa,05,ARTUR ALVIM,0505,0055141,35055141,161074111000000,"JARDIM BRASIL, ESCOLA MISTA DO",2D,MTN,-23532868,-46476908,DIR,31/10/2016,27,842
019396,EMEF,"SERAFIN MARTINEZ GUTIERREZ, PE.",PE,PENHA,PENHA,,AVENIDA WALDEMAR TIETZ,1521,CONJUNTO HABITACIONAL PADRE JOSÉ DE ANCH,03589000,22177270,,,Ativa,05,ARTUR ALVIM,0503,0400324,35400324,161074222000000,CONJUNTO HABITACIONAL PADRE JOSE DE ANCHIETA,2D,MT,-23551608,-46482211,DIR,31/10/2016,20,661
018279,EMEI,"CEZAR ROGERIO OLIVEIRA PERAMEZZA, PROF.",PE,PENHA,PENHA,,RUA PROFESSOR THIRÉ,151,VILA NHOCUNE,03561010,27428070,,27428108,Ativa,05,ARTUR ALVIM,0501,0207792,35207792,161074100000000,,2D,MT,-23546682,-46496831,DIR,31/10/2016,10,330
019101,EMEI,"DINAH FERNANDES COSTA , PROFA.",PE,PENHA,PENHA,,RUA JOSE GIORDANO,784,PARQUE DAS PAINEIRAS,03694010,20423332,20423028,,Ativa,05,ARTUR ALVIM,0505,0223220,35223220,161074104000000,JARDIM NORDESTE,2D,MT,-23536417,-46479369,DIR,31/10/2016,10,275
015121,EMEF,"JOSE CARLOS DE FIGUEIREDO FERRAZ, PREF.",PE,PENHA,PENHA,,RUA ALEXANDER BAIN,89,JARDIM NORDESTE,03690060,20483469,22805151,,Ativa,05,ARTUR ALVIM,0505,0200025,35200025,161074114000000,,2D,MT,-23528199,-46479490,DIR,31/10/2016,26,820
306497,CR.P.CONV,"ANGELICA, IRMA",PE,PENHA,PENHA,,RUA DIVIANA,18,JARDIM SANTO ANTÔNIO,03563310,27433606,,,Ativa,05,ARTUR ALVIM,0502,0813734,35813734,,IRMA ANGELICA,2D,INTEGR,-23550956,-46492378,CON,31/10/2016,5,67
306908,CR.P.CONV,NOSSO LAR XV,PE,PENHA,PENHA,,RUA MACIEL MONTEIRO,70,VILA SANTA TERESA (ZONA LESTE),03566000,22175001,,22175001,Ativa,05,ARTUR ALVIM,0502,0385153,35385153,,,2D,INTEGR,-23536189,-46490901,CON,31/10/2016,15,189
306416,CR.P.CONV,MMDC,PJ,PIRITUBA,LAPA,,RUA MINISTRO GODOI,81,PERDIZES,05015000,38626349,,,Ativa,06,BARRA FUNDA,0605,0180166,35180166,,,2D,INTEGR,-23530511,-46667439,CON,31/10/2016,12,116
306421,CR.P.CONV,SANTA MARINA,PJ,PIRITUBA,LAPA,,RUA DOUTOR MOACIR TRANCOSO,120,AGUA BRANCA,05037120,36110977,,,Ativa,06,BARRA FUNDA,0601,0180464,35180464,,,2D,INTEGR,-23518697,-46687566,CON,31/10/2016,4,61
306424,CR.P.CONV,SAO GERALDO,PJ,PIRITUBA,LAPA,,RUA SAO GERALDO,100,PERDIZES,05004030,36722863,,,Ativa,06,BARRA FUNDA,0605,0180154,35180154,,,2D,INTEGR,-23532464,-46665391,CON,31/10/2016,3,45
400315,CEI INDIR,ANIBAL DI FRANCIA,PJ,PIRITUBA,LAPA,,RUA CAPITAO FRANCISCO TEIXEIRA NOGUEIRA,383,AGUA BRANCA,05037030,36115778,,,Ativa,06,BARRA FUNDA,0601,0181766,35181766,,CINGAPURA AGUA BRANCA,2D,INTEGR,-23511535,-46686335,CON,31/10/2016,17,149
400316,CEI INDIR,BELA VISTA,IP,IPIRANGA,SE,,RUA HUMAITA,500,BELA VISTA,01321010,23397177,,,Ativa,07,BELA VISTA,0701,0180890,35180890,,,2D,INTEGR,-23557185,-46642008,CON,31/10/2016,14,180
400318,CEI INDIR,FERNANDA,IP,IPIRANGA,SE,,RUA PEDROSO,348,BELA VISTA,01322010,,,32883387,Ativa,07,BELA VISTA,0701,0180920,35180920,,,2D,INTEGR,-23562122,-46642130,CON,31/10/2016,11,104
400319,CR.P.CONV,"PEQUENO MUNDO II, CEI",IP,IPIRANGA,SE,,AVENIDA BRIGADEIRO LUÍS ANTÔNIO,1573,BELA VISTA,01317001,31429484,,,Ativa,07,BELA VISTA,0701,0180956,35180956,,GUGUINHA II,2D,INTEGR,-23562531,-46645053,CON,31/10/2016,22,244
400496,CEI DIRET,13 DE MAIO,IP,IPIRANGA,SE,,RUA TREZE DE MAIO,1279,BELA VISTA,01327000,32888478,32891218,,Ativa,07,BELA VISTA,0701,0280653,35280653,161068212000000,SECRETARIA DOS NEGOCIOS JURIDICOS,2D,INTEGR,-23564153,-46644890,DIR,31/10/2016,8,87
400661,CEI INDIR,PEQUENO MUNDO I,IP,IPIRANGA,SE,,RUA PEIXOTO GOMIDE,305,JARDIM PAULISTA,01409001,32569888,,,Ativa,07,BELA VISTA,0701,0347450,35347450,,NOSSO LAR XIV,2D,INTEGR,-23557450,-46655462,CON,31/10/2016,8,79
400727,CEI INDIR,JOSE NELSON DE OLIVEIRA E FREITAS,IP,IPIRANGA,SE,,RUA CONSELHEIRO CARRÃO,399,BELA VISTA,01328000,31710053,,,Ativa,07,BELA VISTA,0701,0435594,35435594,,,2D,INTEGR,-23557857,-46646020,CON,31/10/2016,7,85
400735,CEI INDIR,MARIA ANTONIETA DE CASTRO,IP,IPIRANGA,SE,,RUA ARTUR PRADO,331,BELA VISTA,01322000,31429744,,31429744,Ativa,07,BELA VISTA,0701,0445162,35445162,,,2D,INTEGR,-23563362,-46643045,CON,31/10/2016,15,174
501071,MOVA,OBR SOC NS SRA AQUIROPITA - CENT SOC DOM ORIONE,IP,IPIRANGA,SE,,RUA DOUTOR LUÍS BARRETO,315,BELA VISTA,01328020,,,,Ativa,07,BELA VISTA,0701,,,,OBR SOC NS SRA AQUIROPITA - CENT SOC DOM ORIO,2D,N,-23557054,-46647315,CON,31/10/2016,5,118
094633,EMEF,CELSO LEITE RIBEIRO FILHO,IP,IPIRANGA,SE,,RUA HUMAITA,480,BELA VISTA,01321010,32415519,,31069484,Ativa,07,BELA VISTA,0701,0053041,35053041,161068143000000,INST. MUN. DE EDUCACAO E PESQUISA IMEP,2D,MTN,-23557340,-46642041,DIR,31/10/2016,32,988
091847,EMEI,ANGELO MARTINO,IP,IPIRANGA,SE,,RUA HUMAITA,536,BELA VISTA,01321010,31151766,31016333,31151766,Ativa,07,BELA VISTA,0701,0051561,35051561,161068142000000,HUMAITA - PI 30,2D,MT,-23556900,-46641803,DIR,31/10/2016,10,317
306398,CR.P.CONV,BRAZILIA LACERDA DE ARRUDA BOTELHO,IP,IPIRANGA,SE,,RUA CONDE DE SAO JOAQUIM,253,BELA VISTA,01320010,31066566,,31066566,Ativa,07,BELA VISTA,0701,0180919,35180919,,BRASILIA LACERDA ARRUDA BOTELHO,2D,INTEGR,-23556912,-46638426,CON,31/10/2016,14,154
306405,CR.P.CONV,"BELA VISTA, C.I.",IP,IPIRANGA,SE,,RUA ITAPEVA,66,BELA VISTA,01332000,32515951,,,Ativa,07,BELA VISTA,0701,0180932,35180932,,,2D,INTEGR,-23557830,-46650349,CON,31/10/2016,5,50
306521,CR.P.CONV,SAO FRANCISCO DE ASSIS,IP,IPIRANGA,SE,,RUA ALMIRANTE MARQUES DE LEAO,602,BELA VISTA,01330010,32623284,,32850548,Ativa,07,BELA VISTA,0701,0180944,35180944,,,2D,INTEGR,-23561442,-46649739,CON,31/10/2016,10,160
307066,CR.P.CONV,ACONCHEGO II,IP,IPIRANGA,SE,,RUA ARAQUÃ,51,BELA VISTA,01306020,31514377,,,Ativa,07,BELA VISTA,0701,0428711,35428711,,,2D,INTEGR,-23553471,-46648854,CON,31/10/2016,9,90
306681,CR.P.CONV,ACONCHEGO,IP,IPIRANGA,SE,,RUA AVANHANDAVA,814,BELA VISTA,01306000,32588738,,,Ativa,07,BELA VISTA,0701,0284749,35284749,,"ACONCHEGO, CRECHE",2D,INTEGR,-23553718,-46649408,CON,31/10/2016,10,89
306740,CR.P.CONV,MAE ACHIROPITA,IP,IPIRANGA,SE,,RUA DOUTOR LUÍS BARRETO,314,BELA VISTA,01328020,31067235,,,Ativa,07,BELA VISTA,0701,0295206,35295206,,,2D,INTEGR,-23556950,-46647044,CON,31/10/2016,13,184
307742,CR.P.CONV,BEZERRA DE MENEZES,PE,PENHA,MOOCA,,AVENIDA CONDESSA ELISABETH DE ROBIANO,454,VILA MOREIRA,03074000,22921617,,,Ativa,08,BELEM,0803,0468642,35468642,,,2D,INTEGR,-23530648,-46593556,CON,31/10/2016,11,79
306491,CR.P.CONV,"FABIANO DE CRISTO, CASA TRANSIT",PE,PENHA,MOOCA,,AVENIDA CONDESSA ELISABETH DE ROBIANO,454,CATUMBI,03074000,27972995,27972999,,Ativa,08,BELEM,0803,0806997,35806997,,,2D,INTEGR,-23530648,-46593556,CON,31/10/2016,6,96
306359,CR.P.CONV,SAO FRANCISCO DE ASSIS,PE,PENHA,MOOCA,,RUA DOUTOR SILVA LEME,137,BRAS,03047020,26949076,,,Ativa,08,BELEM,0801,0182382,35182382,,,2D,INTEGR,-23539096,-46601834,CON,31/10/2016,6,98
092045,EMEI,GUILHERME RUDGE,PE,PENHA,MOOCA,,PRACA MAJOR GUILHERME RUDGE,128,BELENZINHO,03014020,22929783,26949790,26949790,Ativa,08,BELEM,0801,0051573,35051573,161074162000000,,2D,MT,-23537411,-46589151,DIR,31/10/2016,6,195
092151,EMEI,"ELDY POLI BIFONE, PROFA.",PE,PENHA,MOOCA,,AVENIDA ARISTON AZEVEDO,134,CATUMBI,03021020,22921933,,,Ativa,08,BELEM,0803,0051585,35051585,161074160000000,CATUMBI - PI 6,2D,MT,-23528392,-46600868,DIR,31/10/2016,12,393
011851,EMEF,ANALIA FRANCO BASTOS,PE,PENHA,MOOCA,,AVENIDA ARISTON AZEVEDO,20,CATUMBI,03021020,26182100,26932197,,Ativa,08,BELEM,0803,0076132,35076132,161074161000000,,2D,MT,-23527397,-46600161,DIR,31/10/2016,25,737
400615,CEI INDIR,"MARIA ARMINDA NOGUEIRA, IRMA",PE,PENHA,MOOCA,,RUA JUVENAL GOMES COIMBRA,64,BRAS,03021050,22911747,,,Ativa,08,BELEM,0803,0309059,35309059,,IRMA MARIA ARMINDA NOGUEIRA,2D,INTEGR,-23527765,-46599429,CON,31/10/2016,17,183
400631,CEI INDIR,MARIA DE BELEM,PE,PENHA,MOOCA,,RUA MONTEIRO CAMINHOA,83,BELENZINHO,03302040,27967526,,,Ativa,08,BELEM,0802,0310748,35310748,,,2D,INTEGR,-23544638,-46589060,CON,31/10/2016,15,175
400576,CR.P.CONV,"CORACAO DE MARIA, CEI",PE,PENHA,MOOCA,,RUA RODRIGO CÉSAR DE MENEZES,57,CATUMBI,03020040,2694-5770,,,Ativa,08,BELEM,0803,0195561,35195561,,,2D,INTEGR,-23536187,-46600741,CON,31/10/2016,8,120
400320,CEI INDIR,BELEM,PE,PENHA,MOOCA,,RUA LIMONITA,29,QUARTA PARADA,03177110,28727999,,,Ativa,08,BELEM,0802,0182357,35182357,,,2D,INTEGR,-23547305,-46584350,CON,31/10/2016,17,210
400321,CR.P.CONV,LEAOZINHO,PE,PENHA,MOOCA,,RUA RODRIGO DE MENEZES,62,CATUMBI,03020040,26936981,,,Ativa,08,BELEM,0803,0182370,35182370,,,2D,INTEGR,-23535417,-46600073,CON,31/10/2016,8,80
400322,CEI INDIR,PONTE PEQUENA,IP,IPIRANGA,SE,,AVENIDA DO ESTADO,484,BOM RETIRO,01108000,32285829,,32285829,Ativa,09,BOM RETIRO,0901,0180026,35180026,,,2D,INTEGR,-23521922,-46635804,CON,31/10/2016,16,168
400570,CEI INDIR,"SONHO DE CRIANCA, C.E.I.",IP,IPIRANGA,SE,,AVENIDA PRESIDENTE CASTELO BRANCO,5200,BOM RETIRO,01142200,32234667,,,Ativa,09,BOM RETIRO,0901,0148337,35148337,,,2D,INTEGR,-23518939,-46644884,CON,31/10/2016,14,160
400480,CEI INDIR,LAR CRIANCA FELIZ,IP,IPIRANGA,SE,,RUA PAULINO GUIMARAES,279,LUZ,01109020,32293109,,,Ativa,09,BOM RETIRO,0901,0059183,35059183,,,2D,INTEGR,-23524404,-46626140,CON,31/10/2016,12,146
400266,CEI DIRET,WILSON JOSE ABDALLA,IP,IPIRANGA,SE,,RUA NEVES DE CARVALHO,850,BOM RETIRO,01132010,32222109,33370147,,Ativa,09,BOM RETIRO,0901,0239434,35239434,161068145000000,,2D,INTEGR,-23518628,-46650290,DIR,31/10/2016,13,124
501477,MOVA,CASA PORTO SEGURO,IP,IPIRANGA,SE,,RUA PORTO SEGURO,234,LUZ,01109040,,,,Ativa,09,BOM RETIRO,0901,,,,,2D,MT,-23522602,-46627427,CON,31/10/2016,2,61
091880,EMEI,JOAO THEODORO,IP,IPIRANGA,SE,,RUA RIBEIRO DE LIMA,230,BOM RETIRO,01122000,33299403,33264632,,Ativa,09,BOM RETIRO,0901,0051664,35051664,161068146000000,JARDIM DA LUZ - PI,2D,MT,-23532245,-46634934,DIR,31/10/2016,10,255
091898,EMEI,"ALCEU MAYNARD DE ARAUJO, PROF.",IP,IPIRANGA,SE,,RUA NEVES DE CARVALHO,780,BOM RETIRO,01132010,32219134,,32217993,Ativa,09,BOM RETIRO,0901,0051597,35051597,161068144000000,BOM RETIRO - PI 19,2D,INTEGR,-23519089,-46649773,DIR,31/10/2016,6,205
306408,CR.P.CONV,PEQUENOS BRILHANTES,IP,IPIRANGA,SE,,AVENIDA DO ESTADO,1471,BOM RETIRO,01107000,33266185,,,Ativa,09,BOM RETIRO,0901,0565179,35565179,,CORDEIRINHOS DE JESUS,2D,INTEGR,-23527861,-46627569,CON,31/10/2016,8,79
306397,CR.P.CONV,BETTY LAFER,IP,IPIRANGA,SE,,RUA JORGE VELHO,96,BOM RETIRO,01124040,33117081,,33117081,Ativa,09,BOM RETIRO,0901,0180038,35180038,,,2D,INTEGR,-23526432,-46631255,CON,31/10/2016,8,200
306402,CR.P.CONV,CASA DOM GASTAO,IP,IPIRANGA,SE,,RUA PRATES,263,BOM RETIRO,01121000,32273423,,32273423,Ativa,09,BOM RETIRO,0901,0180048,35180048,,,2D,INTEGR,-23531233,-46636293,CON,31/10/2016,7,160
306540,CR.P.CONV,CENTRO SOCIAL DA CRIANCA,IP,IPIRANGA,SE,,RUA DJALMA DUTRA,30,LUZ,01103010,33150045,,,Ativa,09,BOM RETIRO,0901,0059080,35059080,,,2D,INTEGR,-23535103,-46628837,CON,31/10/2016,9,109
306410,CR.P.CONV,DIVINA PROVIDENCIA,PE,PENHA,MOOCA,,RUA DA MOOCA,113,MOOCA,03103000,32091132,,,Ativa,10,BRAS,1005,0181161,35181161,,,2D,INTEGR,-23553290,-46624353,CON,31/10/2016,16,272
306426,CR.P.CONV,SAO VITO,PE,PENHA,MOOCA,,RUA POLIGNANO A MARE,255,BRAS,03005040,32278234,,,Ativa,10,BRAS,1003,0180063,35180063,,,2D,INTEGR,-23542392,-46624290,CON,31/10/2016,8,102
018520,EMEI,JOAO MENDONCA FALCAO,PE,PENHA,MOOCA,,RUA CORONEL MURSA,167,BRAS,03043050,32084208,32778722,32084208,Ativa,10,BRAS,1004,0207706,35207706,161074163000000,BRAS,2D,MT,-23548636,-46616925,DIR,31/10/2016,12,419
400186,CEI DIRET,"NAZIR MIGUEL, VER.",PE,PENHA,MOOCA,,RUA PRUDENTE DE MORAIS,210,BRÁS,03043040,32084521,,32084521,Ativa,10,BRAS,1004,0238348,35238348,161074165000000,DO BRAS,2D,INTEGR,-23547524,-46617326,DIR,31/10/2016,11,142
400009,CEI DIRET,ANTONIA MUOTRI LAMBERGA,PE,PENHA,MOOCA,,RUA INÁCIO DE ARAÚJO,232,BRÁS,03053010,26921741,,,Ativa,10,BRAS,1002,0239422,35239422,161074164000000,,2D,INTEGR,-23544810,-46606725,DIR,31/10/2016,16,172
308698,CR.P.CONV,COMO NOSSOS PAIS,FO,FREGUESIA/BRASILANDIA,FREGUESIA/BRASILANDIA,,RUA CIRILO CORREIA,164,JARDIM DAMASCENO,02879180,,,,Ativa,11,BRASILANDIA,1102,0588040,35588040,,,2D,INTEGR,-23445709,-46698995,CON,31/10/2016,8,99
400176,CEI DIRET,MARIA JOSE DE SOUZA,FO,FREGUESIA/BRASILANDIA,FREGUESIA/BRASILANDIA,,RUA EUVALDO AUGUSTO FREIRE,50,JARDIM CAROMBE,02855030,39218715,,39218715,Ativa,11,BRASILANDIA,1103,0237991,35237991,161070109000000,,2D,INTEGR,-23453650,-46699501,DIR,31/10/2016,11,109
400171,CEI DIRET,MARCIA RICCO FERRAZ,FO,FREGUESIA/BRASILANDIA,FREGUESIA/BRASILANDIA,,RUA DOUTOR MARIO DE SANCTIS,58,JARDIM ALMANARA,02863020,38517577,39827171,39827171,Ativa,11,BRASILANDIA,1107,0238173,35238173,161070106000000,,2D,INTEGR,-23473143,-46676209,DIR,31/10/2016,15,168
400149,CEI DIRET,JARDIM VISTA ALEGRE,FO,FREGUESIA/BRASILANDIA,FREGUESIA/BRASILANDIA,,RUA IBIRAIARAS,200,JARDIM VISTA ALEGRE,02878080,38519767,,,Ativa,11,BRASILANDIA,1104,0237978,35237978,161070102000000,,2D,INTEGR,-23450183,-46688089,DIR,31/10/2016,13,151
400254,CEI DIRET,VILA PENTEADO,FO,FREGUESIA/BRASILANDIA,FREGUESIA/BRASILANDIA,,RUA LUIS JOSE JUNQUEIRA FREIRE,571,VILA PENTEADO,02864000,39837591,39846254,,Ativa,11,BRASILANDIA,1107,0238193,35238193,161070115000000,,2D,INTEGR,-23472601,-46683846,DIR,31/10/2016,15,160
400239,CEI DIRET,VILA BRASILANDIA,FO,FREGUESIA/BRASILANDIA,FREGUESIA/BRASILANDIA,,RUA DOMINGOS VEGA 500,500,VILA BRASILANDIA,02837000,39216092,39241811,,Ativa,11,BRASILANDIA,1105,0237985,35237985,161070112000000,,2D,INTEGR,-23463494,-46701085,DIR,31/10/2016,10,102
